Dataset,Line,Example,Template,ClusterId
Android,344719,isMicrophoneMute...,isMicrophoneMute...,825
Android,345059,batch:sensor(android.sensor.accelerometer) handle:0 flags:0x0 period_ns 2500000,batch:sensor(android.sensor.accelerometer) <*> period_ns <*>,826
Android,345785,"isAdjustVolumeEnable,mEnableAdjustVolume:true","isAdjustVolumeEnable,mEnableAdjustVolume:true",827
Android,345996,hideScrim(),hideScrim(),828
Android,346042,GlowPadAnswerFragment - Show answer UI: true,GlowPadAnswerFragment - Show answer UI: true,829
Android,349442,LoginThread{6409} LoginThread.run(LoginC.java:857) Login_By_Step-> Thread is run   6409,<*> Login_By_Step-> Thread is run <*>,830
Android,349824,"Application requested orientation 1, got rotation 0 which has compatible metrics",Application requested orientation <*> got rotation <*> which has compatible metrics,831
Android,350659,audio_extn_set_anc_parameters: anc_enabled:0,audio_extn_set_anc_parameters: <*>,832
Android,350891,ImsServiceSubHandler : Notify IMS state is UNREGISTERED,ImsServiceSubHandler : Notify IMS state is UNREGISTERED,833
Android,351052,oem-qmi: recv_id_l = 14 recv_id=14,oem-qmi: recv_id_l = <*>,834
Android,351431,InCallPresenter - startOrFinishUi: INCALL -> NO_CALLS,InCallPresenter - startOrFinishUi: INCALL -> NO_CALLS,835
Android,351483,CallAudioManager: Call removed with id TC@TC@14 in state DISCONNECTED: CSW.sD@E7Y,CallAudioManager: Call removed with id <*> in state DISCONNECTED: <*>,836
Android,351879,CallButtonFragment - Show call button UI: false,CallButtonFragment - Show call button UI: false,837
Android,352298,[PhoneIntfMgr] getDataEnabled: subId=0 phoneId=0,[PhoneIntfMgr] getDataEnabled: <*>,838
Android,352940,"get the task from ActivityManager size is 10 AMS:getRecentTasksForUser,args:numTasksToQuery=10,flags=62,userId=0",get the task from ActivityManager size is <*>,839
Android,353655,"GetAddrInfoHandler addr: localhost {307, 917811, 10029} 127.0.0.1",GetAddrInfoHandler addr: localhost <*>,840
Android,353838,current cell id is not monitor ..... cellid = 46000176128782,current cell id is not monitor ..... cellid = <*>,841
Android,354584,connect :true,connect :true,842
Android,354954,unproxy huawei.w3 broadcast OK !,unproxy <*> broadcast OK !,843
Android,354975,[CheckNewVersionThread-5841]getNewVersionFromServer status is 200(/HttpCommunicator.java:319),<*> status is <*>,844
Android,355431,"dispatch ordered broadcast [background] BroadcastRecord{7142032 u-1 android.net.conn.CONNECTIVITY_CHANGE}, has 1 receivers","dispatch ordered broadcast [background] <*> android.net.conn.CONNECTIVITY_CHANGE}, has <*> receivers",845
Android,355470,"[main-1]SilentDownload onReceive, action is:huawei.android.intent.action.SILENTDOWNLOAD_ALARM(/SilentDownloadReceiver.java:25)","<*> onReceive, action <*>",846
Android,355641,<body>,<body>,847
Android,356487,onScreenTurnedOff(),onScreenTurnedOff(),848
Android,356736,Lib:oem_qmi_cmd:Build socket connection success. And retry:0,Lib:oem_qmi_cmd:Build socket connection success. And <*>,849
Android,356773,mTiffStream skip = 0,mTiffStream skip = <*>,850
Android,357186,"QSEECom_shutdown_app, app_id = 297","QSEECom_shutdown_app, app_id = <*>",851
Android,358261,"sending alarm Alarm{4575809 type 3 when 451076363 android},repeatInterval = 0,listenerTag =time_tick","sending alarm <*> type <*> when <*> android},repeatInterval = <*> =time_tick",852
Android,359035,"read from oem info: x_offset=0.160831, y_offset=0.184366, z_offset=0.985027",read from oem info: <*>,853
Android,359189,checkVisibility : false; false,checkVisibility : false; false,854
Android,359417,Lib:oem_qmi_cmd: Send to server  passed!!,Lib:oem_qmi_cmd: Send to server passed!!,855
Android,360158,JsonWeatherParser:has no alarm,JsonWeatherParser:has no alarm,856
Android,360444,"updateLightsLocked,turn off notificationLight","updateLightsLocked,turn off notificationLight",857
Android,361144,setProgress: 195,setProgress: <*>,858
Android,361882,Start pausing: ActivityRecord{b96a9ea u0 com.android.contacts/.activities.PeopleActivity t308},Start pausing: <*> com.android.contacts/.activities.PeopleActivity <*>,859
Android,363746,DialpadFragment mBroadcastReceiver action:huawei.intent.action.IMS_SERVICE_STATE_CHANGED,DialpadFragment mBroadcastReceiver action:huawei.intent.action.IMS_SERVICE_STATE_CHANGED,860
Android,364171,getAntPosition antWorkState is -1,getAntPosition antWorkState is <*>,861
Android,364353,Create obj success use class com.huawei.mms.util.HwCustHwMessageUtilsImpl,Create obj success use class com.huawei.mms.util.HwCustHwMessageUtilsImpl,862
Android,364589,retrieve service Intent { cmp=com.huawei.android.hwouc/.biz.impl.service.HwOucReportService } U=0: ret null,retrieve service Intent { cmp=com.huawei.android.hwouc/.biz.impl.service.HwOucReportService } <*> ret null,863
Android,364627,"ActivityThread,attachApplication","ActivityThread,attachApplication",864
Android,365854,1795 binder call 3197,<*> binder call <*>,865
Android,365946,UiMonitor: handleRepeat,UiMonitor: handleRepeat,866
Android,366777,setOutputDevice() prevDevice 0x0001,setOutputDevice() prevDevice <*>,867
Android,367028,"update_call_states is_call_active:1 in_call:1, mode:2",update_call_states <*>,868
Android,367137,"notifyListenerHuawei::origin typeIcon:2130839153 icons.mName:G isSuspend:false, showDataIcon=false, dataConnected=false, isRoaming=false","notifyListenerHuawei::origin <*> icons.mName:G isSuspend:false, showDataIcon=false, dataConnected=false, isRoaming=false",869
Android,367188,CallList - onUpdateCall,CallList - onUpdateCall,870
Android,367280,DialpadFragment mBroadcastReceiver action:android.intent.action.PHONE_STATE,DialpadFragment mBroadcastReceiver action:android.intent.action.PHONE_STATE,871
Android,367325,stopMotionAppsRecoAsUser not recognition motionApps 301,stopMotionAppsRecoAsUser not recognition motionApps <*>,872
Android,368039,InCallActivity -  bgCallTwinkingSwitch is true inQuickExiting is false mIsForegroundActivity is false,InCallActivity - bgCallTwinkingSwitch is true inQuickExiting is false mIsForegroundActivity is false,873
Android,368169,DefaultState CMD_SET_SUSPEND_OPT_ENABLED  rt=127399236/451191030 1 0,DefaultState CMD_SET_SUSPEND_OPT_ENABLED <*>,874
Android,368320,**** SHOWN CALLED ****,**** SHOWN CALLED ****,875
Android,368356,"setOverlap mOverlap:false, mDimmed:false","setOverlap mOverlap:false, mDimmed:false",876
Android,368458,C onScreenOff,C onScreenOff,877
Android,368616,report msg is :{picture: Deepwater-07-2.3.001-bigpicture_07_8.jpg},report msg is :{picture: <*>,878
Android,369067,[pending] net alarms,[pending] net alarms,879
Android,369385,addNotification key=0|com.android.incallui|2|null|1001,addNotification <*>,880
Android,370395,Screen already turned on at: 1481982628,Screen already turned on at: <*>,881
Android,371272,org.json.JSONException: End of input at character 0 of,org.json.JSONException: End of input at character <*> of,882
Android,372081,updateDisplayLocked: screenOn=false,updateDisplayLocked: screenOn=false,883
Android,372089,Moved from LIGHT_STATE_ACTIVE to LIGHT_STATE_INACTIVE,Moved from LIGHT_STATE_ACTIVE to LIGHT_STATE_INACTIVE,884
Android,373145,P2pDisabledState{ when=0 what=143466 target=com.android.internal.util.StateMachine$SmHandler },<*> target=com.android.internal.util.StateMachine$SmHandler },885
Android,373420,need to update brightness: mAmbientLux=4.0,need to update brightness: <*>,886
Android,373813,InCallPresenter - onActivityStopped,InCallPresenter - onActivityStopped,887
Android,374660,CtrlSocket restoreScrOnStatus turnonDC,CtrlSocket restoreScrOnStatus turnonDC,888
Android,374995,java.net.SocketException: Socket closed,java.net.SocketException: Socket closed,889
Android,375176,<2016-12-17 21:52:14> [NOTICE] SDK: UE-SeC 2016-12-17 21:52:14:100 Level[NOTICE] magic[3365677344 1210]:waiting for useful network..........,<*> [NOTICE] SDK: UE-SeC <*> Level[NOTICE] <*> for useful network..........,890
Android,376013,CtrlSocket processCtrlSocket pid = 1000 cmd = 100 param = 0 ret = 0,CtrlSocket processCtrlSocket pid = <*> cmd = <*> param = <*> ret = <*>,891
Android,376146,MemoryRecoveryDMEPlugin: receive sceen on event,MemoryRecoveryDMEPlugin: receive sceen on event,892
Android,377101,DefaultState !CMD_SET_SUSPEND_OPT_ENABLED  rt=127455435/451279950 0 0,DefaultState !CMD_SET_SUSPEND_OPT_ENABLED <*>,893
Android,377255,onReceive intent action = android.intent.action.SCREEN_ON,onReceive intent action = android.intent.action.SCREEN_ON,894
Android,377334,"updateAmbientLux: Initializing: mAmbientLightRingBuffer=[2.0 / 0ms], mAmbientLux=2.0",updateAmbientLux: Initializing: <*> / <*>,895
Android,377606,GlowPadWrapper - stopPing,GlowPadWrapper - stopPing,896
Android,378235,Sending SAM_ENABLE to fs_data,Sending SAM_ENABLE to fs_data,897
Android,378318,turn off notificationLight due to incall or screenon,turn off notificationLight due to incall or screenon,898
Android,378747,"batch: current sample rate, report rate & buffering are equal to requested (14.999925,0.000000,0)","batch: current sample rate, report rate & buffering are equal to requested <*>",899
Android,378860,"mCallingStatusReceiver:onReceive::action=InCallScreenIsForegroundActivity, isForegroundActivity=false, mPhoneState=2","mCallingStatusReceiver:onReceive::action=InCallScreenIsForegroundActivity, isForegroundActivity=false, <*>",900
Android,379261,tcp.conn{4485} LoginC.resultNotify(LoginC.java:508) Login_By_Step->CONNECT_ERROR,<*> Login_By_Step->CONNECT_ERROR,901
Android,380130,------------startInput--------------,------------startInput--------------,902
Android,380335,Display ready!,Display ready!,903
Android,381438,"readEvents:345: ProximitySensor: getTimestamp,mPendingEvent.timestamp =485648066","<*> ProximitySensor: getTimestamp,mPendingEvent.timestamp <*>",904
Android,381853,adev_set_parameters: exit with code(0),adev_set_parameters: exit with <*>,905
Android,382535,"transitionTo:mode=2, isEmuiStyle=true",<*> isEmuiStyle=true,906
Android,383872,ClientMonitor destroy,ClientMonitor destroy,907
Android,383922,waitForAllWindowsDrawn  cover is open or null,waitForAllWindowsDrawn cover is open or null,908
Android,384075,ApStaDisabledState what=155650,ApStaDisabledState <*>,909
Android,384519,"updateAutoBrightness: mScreenAutoBrightness=12, newScreenAutoBrightness=33",updateAutoBrightness: <*>,910
Android,386823,notifyStartedWakingUp,notifyStartedWakingUp,911
Android,387487,StatusBarNotifier - isTopIsFullscreen = false--isTopIsFullscreenInput()--false,StatusBarNotifier - isTopIsFullscreen = false--isTopIsFullscreenInput()--false,912
Android,387724,"wait_finger_down, took 1623 ms","wait_finger_down, took <*> ms",913
Android,388287,"VideoCallPresenter - isVideoCallWorking, state is: 3","VideoCallPresenter - isVideoCallWorking, state is: <*>",914
Android,389093,MemoryRecoveryDMEPlugin: receive sceen off event,MemoryRecoveryDMEPlugin: receive sceen off event,915
Android,389520,"screen off: 0s, awake: 0s wakeups: 0, battery changed: 0",screen off: <*> awake: <*> wakeups: <*> battery changed: <*>,916
Android,389703,"mAmbientLuxValid=true,mWakeupFromSleep= false","mAmbientLuxValid=true,mWakeupFromSleep= false",917
Android,389939,StatusBarNotifier - contactsentry_photo is null,StatusBarNotifier - contactsentry_photo is null,918
Android,390171,FingerprintService getEnrolledFingerprints,FingerprintService getEnrolledFingerprints,919
Android,390723,"VideoCallPresenter - resumeVideo: Error bad state mPrimaryCall=[Call_14, ACTIVE, [Capabilities: CAPABILITY_HOLD CAPABILITY_SUPPORT_HOLD CAPABILITY_MUTE CAPABILITY_CANNOT_DOWNGRADE_VIDEO_TO_AUDIO], children:[], parent:null, conferenceable:[], videoState:Audio Only, mSessionModificationState:0, VideoSettings:(CameraDir:-1)] mVideoCall=null","VideoCallPresenter - resumeVideo: Error bad state <*> ACTIVE, [Capabilities: CAPABILITY_HOLD CAPABILITY_SUPPORT_HOLD CAPABILITY_MUTE CAPABILITY_CANNOT_DOWNGRADE_VIDEO_TO_AUDIO], children:[], parent:null, conferenceable:[], videoState:Audio Only, <*> mVideoCall=null",920
Android,390881,20002302|logicalDealBroadcastEvent : Intent { act=android.intent.action.SCREEN_ON flg=0x50000010 },<*> : Intent { act=android.intent.action.SCREEN_ON <*> },921
Android,391384,resetPagerState,resetPagerState,922
Android,391784,DisplayPowerState :OFF,DisplayPowerState :OFF,923
Android,392083,client com.android.systemui is authenticating...,client com.android.systemui is authenticating...,924
Android,392487,at java.net.PlainSocketImpl.socketConnect(Native Method),at java.net.PlainSocketImpl.socketConnect(Native Method),925
Android,392962,InCallPresenter - notifyVideoPauseController,InCallPresenter - notifyVideoPauseController,926
Android,394125,Fingerprint RunningStateChanged. 1,Fingerprint RunningStateChanged. <*>,927
Android,395019,Watch Thread{4481} LoginC.doReconnect(LoginC.java:952) Login_By_Step->NETCONNECT return,Watch <*> Login_By_Step->NETCONNECT return,928
Android,395138,"dispatch ordered broadcast [background] BroadcastRecord{35d776d u0 com.huawei.hwsystemmanager.power.SCHEDULE_RECORD_REMAING_TIME_SCENE}, has 1 receivers","dispatch ordered broadcast [background] <*> com.huawei.hwsystemmanager.power.SCHEDULE_RECORD_REMAING_TIME_SCENE}, has <*> receivers",929
Android,395158,"RemainingTimeSceneHelper:updateTimeSceneData, beforeTimeStamp= 1481982122589, currentTimeStamp= 1481983006445, tempCurrentValue= 138.48","RemainingTimeSceneHelper:updateTimeSceneData, beforeTimeStamp= <*> currentTimeStamp= <*> tempCurrentValue= <*>",930
Android,395910,updateDimmedActivatedHideSensitive overlap:true,updateDimmedActivatedHideSensitive overlap:true,931
Android,396405,enqueueNotificationInternal: pkg=com.android.incallui id=2 notification=Notification(pri=2 contentView=null vibrate=null sound=null defaults=0x0 flags=0x2 color=0x00000000 actions=3 vis=PRIVATE publicVersion=Notification(pri=0 contentView=null vibrate=null sound=null defaults=0x0 flags=0x0 color=0xff33b5e5 vis=PRIVATE)),enqueueNotificationInternal: pkg=com.android.incallui <*> contentView=null vibrate=null sound=null <*> vis=PRIVATE <*> contentView=null vibrate=null sound=null <*> vis=PRIVATE)),932
Android,397327,"flush,260 handle 0",<*> handle <*>,933
Android,397988,"fpc_tac_send_set_arbitrary_data_cmd:ok, response:0","fpc_tac_send_set_arbitrary_data_cmd:ok, <*>",934
Android,398110,MemoryRecoveryDMEPlugin: handle message MSG_MEM_LEAK_CHECK,MemoryRecoveryDMEPlugin: handle message MSG_MEM_LEAK_CHECK,935
Android,398185,BatteryIntent received: android.intent.action.BATTERY_CHANGED,BatteryIntent received: android.intent.action.BATTERY_CHANGED,936
Android,398244,hw_set_colortemperature: end--,hw_set_colortemperature: end--,937
Android,398508,PFW.HwPFWService:mBroadcastReceiver action = android.intent.action.SCREEN_ON,PFW.HwPFWService:mBroadcastReceiver action = android.intent.action.SCREEN_ON,938
Android,398624,handledataswitchchanged,handledataswitchchanged,939
Android,398735,ash->screen unlock,ash->screen unlock,940
Android,398810,MemCPUMonitor:startTimerMonitor isCompleted = true,MemCPUMonitor:startTimerMonitor isCompleted = true,941
Android,398896,Moving to PAUSED: ActivityRecord{b46dc67 u0 com.android.incallui/.InCallActivity t310} (pause complete),Moving to PAUSED: <*> com.android.incallui/.InCallActivity <*> (pause complete),942
Android,399318,"TrafficNotifyAfterLocked:mLockStartTraffic = 1094612;mLockStartTrafficList = {1000=com.huawei.netassistant.common.ParcelableAppItem@daf87b3, 10017=com.huawei.netassistant.common.ParcelableAppItem@6878170, 10028=com.huawei.netassistant.common.ParcelableAppItem@dc26ce9, 10053=com.huawei.netassistant.common.ParcelableAppItem@e2d8d6e, 10074=com.huawei.netassistant.common.ParcelableAppItem@b90ec0f, 10102=com.huawei.netassistant.common.ParcelableAppItem@73b449c, 10103=com.huawei.netassistant.common.ParcelableAppItem@fcbeea5, 10105=com.huawei.netassistant.common.ParcelableAppItem@529127a, 10140=com.huawei.netassistant.common.ParcelableAppItem@a7a3a2b}",TrafficNotifyAfterLocked:mLockStartTraffic = <*> = <*>,943
Android,399468,"add listener com.tencent.mm net packet OK !,uid:10105",add listener com.tencent.mm net packet OK <*>,944
Android,399668,"mAmbientLuxValid= false,sensor is not ready","mAmbientLuxValid= false,sensor is not ready",945
Android,399672,Unfinished business...,Unfinished business...,946
Android,400103,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",947
Android,403207,Disable LightSensor at time:127580189,Disable LightSensor at <*>,948
Android,403727,I/LocTech-Value :: Data Item Value: IS_SCREEN_ON: true,I/LocTech-Value :: Data Item Value: IS_SCREEN_ON: true,949
Android,404175,CalculateTrafficMethod:getAllUidBytesInPeriod start = 2016-11-29 00:00:00 end = 2016-12-17 21:58:35,CalculateTrafficMethod:getAllUidBytesInPeriod start = <*> end = <*>,950
Android,404354,"DisplayPowerState Updating screen state: state=OFF, backlight=0","DisplayPowerState Updating screen state: state=OFF, <*>",951
Android,404677,HDebug print the key screen_state,HDebug print the key screen_state,952
Android,405295,startDreaming = true,startDreaming = true,953
Android,405915,"handleError(client=com.android.systemui, error = 5)","handleError(client=com.android.systemui, error = <*>",954
Android,406881,AutoCleanReceiveServer:receive action:android.intent.action.SCREEN_OFF,AutoCleanReceiveServer:receive action:android.intent.action.SCREEN_OFF,955
Android,407172,mIntentReceiver-ACTION_SCREEN_ON,mIntentReceiver-ACTION_SCREEN_ON,956
Android,407531,StatusBarNotifier - buildAndSendNotification state=3 showHeadUpNotification=false mHeadupViewShow=false,StatusBarNotifier - buildAndSendNotification <*> showHeadUpNotification=false mHeadupViewShow=false,957
Android,409258,CtrlSocket tryPowerSavingI timer duration = 1321012,CtrlSocket tryPowerSavingI timer duration = <*>,958
Android,410094,Setting HAL auto-suspend mode to true,Setting HAL auto-suspend mode to true,959
Android,410342,ash->screen off,ash->screen off,960
Android,410877,huawei_common_set_parameters: exit with code(0),huawei_common_set_parameters: exit with <*>,961
Android,411443,"onNotificationPosted: StatusBarNotification(pkg=com.android.incallui user=UserHandle{0} id=2 tag=null key=0|com.android.incallui|2|null|1001: Notification(pri=2 contentView=null vibrate=null sound=null defaults=0x0 flags=0x2 color=0x00000000 actions=3 vis=PRIVATE publicVersion=Notification(pri=0 contentView=null vibrate=null sound=null defaults=0x0 flags=0x0 color=0xff33b5e5 vis=PRIVATE))) important=2, post=1481983159458, when=1481982650954, vis=0, userid=0",onNotificationPosted: StatusBarNotification(pkg=com.android.incallui <*> tag=null <*> contentView=null vibrate=null sound=null <*> vis=PRIVATE <*> contentView=null vibrate=null sound=null <*> vis=PRIVATE))) <*>,962
Android,412025,"mFilterMsgFlag: 0,msg.arg1: 3",mFilterMsgFlag: <*>,963
Android,413294,"Invalid profile no. 0, total profiles 0 only",Invalid profile no. <*> total profiles <*> only,964
Android,414856,stop client com.android.systemui,stop client com.android.systemui,965
Android,415927,bt tethering: false,bt tethering: false,966
Android,416628,batch:sensor(android.sensor.accelerometer) sample_rate=14.999925Hz report_rate_f=0.000000Hz curr sample rate:5.000000 cur rpt rate:0 max:400.000000 min:1.000000,batch:sensor(android.sensor.accelerometer) <*> curr sample <*> cur rpt <*>,967
Android,416753,WatchThread{4786} TcpCirChannel.shutdown(TcpCirChannel.java:257) Login_By_Step-> shut down now connect,<*> Login_By_Step-> shut down now connect,968
Android,416811,"DisplayPowerState Updating screen state: state=ON, backlight=0","DisplayPowerState Updating screen state: state=ON, <*>",969
Android,417563,"doze package: com.android.browser, visible: false","doze package: com.android.browser, visible: false",970
Android,419225,oem-qmi: Waiting to accept connection,oem-qmi: Waiting to accept connection,971
Android,419982,handleProximitySensorEvent positive:true,handleProximitySensorEvent positive:true,972
Android,420081,StatusBarNotifier - isDreaming = false,StatusBarNotifier - isDreaming = false,973
Android,420595,radio srcPath = /storage/emulated/0/log/LogService/1/done,radio srcPath = <*>,974
Android,421097,"VideoCallPresenter - pauseVideo: Error bad state mPrimaryCall=[Call_14, ACTIVE, [Capabilities: CAPABILITY_HOLD CAPABILITY_SUPPORT_HOLD CAPABILITY_MUTE CAPABILITY_CANNOT_DOWNGRADE_VIDEO_TO_AUDIO], children:[], parent:null, conferenceable:[], videoState:Audio Only, mSessionModificationState:0, VideoSettings:(CameraDir:-1)] mVideoCall=null","VideoCallPresenter - pauseVideo: Error bad state <*> ACTIVE, [Capabilities: CAPABILITY_HOLD CAPABILITY_SUPPORT_HOLD CAPABILITY_MUTE CAPABILITY_CANNOT_DOWNGRADE_VIDEO_TO_AUDIO], children:[], parent:null, conferenceable:[], videoState:Audio Only, <*> mVideoCall=null",975
Android,421216,Starting input on non-focused client com.android.internal.view.IInputMethodClient$Stub$Proxy@50a3bd3 (uid=1001 pid=3608),Starting input on non-focused client <*>,976
Android,421844,"GetAddrInfoHandler: getaddrinfo failed! count=1023, total=10565 uc.huawei.com {307,307,307,917811,10102}",GetAddrInfoHandler: getaddrinfo failed! <*> uc.huawei.com <*>,977
Android,423118,Returning system default Launcher,Returning system default Launcher,978
Android,423482,reportFullscreenMode on inexistent InputConnection,reportFullscreenMode on inexistent InputConnection,979
Android,423604,Stop listener network packet!,Stop listener network packet!,980
Android,425232,Trigger action: android.net.conn.CONNECTIVITY_CHANGE,Trigger action: android.net.conn.CONNECTIVITY_CHANGE,981
Android,425372,Proc: 25103 utime:457,Proc: <*>,982
Android,426026,"GetAddrInfoHandler: getaddrinfo failed! count=1041, total=10583 szshort.weixin.qq.com {0,0,0,917504,10105}",GetAddrInfoHandler: getaddrinfo failed! <*> szshort.weixin.qq.com <*>,983
Android,426428,getRcvData() TimeCdmaLevel0 :  0,getRcvData() <*> : <*>,984
Android,426974,cancel alarm.,cancel alarm.,985
Android,427260,ExtraTrafficSetting:result is empty,ExtraTrafficSetting:result is empty,986
Android,428356,"onReceive, action:android.intent.action.BATTERY_CHANGED","onReceive, action:android.intent.action.BATTERY_CHANGED",987
Android,428362,received broadcast android.intent.action.BATTERY_CHANGED,received broadcast android.intent.action.BATTERY_CHANGED,988
Android,429313,"PowerManagerNotifier onWakefulnessChangeStarted: wakefulness=3, reason=7, interactive=false, mInteractive=true, mInteractiveChanging=false","PowerManagerNotifier onWakefulnessChangeStarted: <*> interactive=false, mInteractive=true, mInteractiveChanging=false",989
Android,430323,platform_set_parameters: enter: - screen_state=on,platform_set_parameters: enter: - screen_state=on,990
Android,431070,InitialState !CMD_SCREEN_STATE_CHANGED  rt=127836105/453254698 0 0,InitialState !CMD_SCREEN_STATE_CHANGED <*>,991
Android,431561,User Data Enabled change to true,User Data Enabled change to true,992
Android,432349,com.android.browser { running duration=43631 } transition to: doze reason:,com.android.browser { running <*> } transition to: doze reason:,993
Android,433312,Start pausing: ActivityRecord{b46dc67 u0 com.android.incallui/.InCallActivity t310},Start pausing: <*> com.android.incallui/.InCallActivity <*>,994
Android,433546,FingerStat Visible: false; Interactive: false; Switching: false; Bouncer:false; GoingToSleep: false Occluded: false; dreaming: false; Authenticated: false,FingerStat Visible: false; Interactive: false; Switching: false; Bouncer:false; GoingToSleep: false Occluded: false; dreaming: false; Authenticated: false,995
Android,433601,"CtrlSocket Receiver,disable: false locked: true action: android.intent.action.SCREEN_OFF mSmartKeyguardLevel: normal_level mStartPowerSaving: false","CtrlSocket Receiver,disable: false locked: true action: android.intent.action.SCREEN_OFF mSmartKeyguardLevel: normal_level mStartPowerSaving: false",996
Android,433763,set(PendingIntent{f3cbf43: PendingIntentRecord{601e5f3 com.huawei.indexsearch.observer broadcastIntent}}) : type=2 triggerAtTime=453872965 win=60000 tElapsed=453872965 maxElapsed=453932965 interval=0 flags=0x8,<*> com.huawei.indexsearch.observer broadcastIntent}}) : <*>,997
Android,433798,frozenCheckLocked mDispatchFrozen=0 mNextUnblockedEvent=0,frozenCheckLocked <*>,998
Android,434693,mDateString is: 12月17日星期六,mDateString is: <*>,999
Android,436674,"SvnSocket close, closed = true","SvnSocket close, closed = true",1000
Android,438411,isDisplayFeatureSupported feature:1,isDisplayFeatureSupported <*>,1001
Android,439799,setDataEnabledProperties: appName=system enable=true,setDataEnabledProperties: appName=system enable=true,1002
Android,441212,[PhoneIntfMgr] setDataEnabledProperties: appName=powersaving enable=false,[PhoneIntfMgr] setDataEnabledProperties: appName=powersaving enable=false,1003
Android,441722,"updateLightsLocked,mInCall =true,mScreenOn = true,ledNotification == null?true","updateLightsLocked,mInCall =true,mScreenOn = true,ledNotification == null?true",1004
Android,441979,ScreenState present,ScreenState present,1005
Android,442198,no net ctrl socket pending alarm! not resume alarm:com.erdo.android.FJDXCartoon,no net ctrl socket pending alarm! not resume alarm:com.erdo.android.FJDXCartoon,1006
Android,442551,DefaultState{ when=0 what=143467 target=com.android.internal.util.StateMachine$SmHandler },DefaultState{ <*> target=com.android.internal.util.StateMachine$SmHandler },1007
Android,442898,handleScreenStateChanged: allow send scan results broadcast.,handleScreenStateChanged: allow send scan results broadcast.,1008
Android,442989,Setting HAL auto-suspend mode to false,Setting HAL auto-suspend mode to false,1009
Android,443883,pluggedStatus: 0,pluggedStatus: <*>,1010
Android,444044,I/LocTech-Value :: Data Item Value: IS_SCREEN_ON: false,I/LocTech-Value :: Data Item Value: IS_SCREEN_ON: false,1011
Android,445427,needSetUserDataEnabled result = true,needSetUserDataEnabled result = true,1012
Android,446809,MobileData switch:false,MobileData switch:false,1013
Android,447016,worker idle,worker idle,1014
Android,447435,MemoryRecoveryDMEPlugin: interrupt,MemoryRecoveryDMEPlugin: interrupt,1015
Android,448639,setColorTemperatureAccordingToSetting new.,setColorTemperatureAccordingToSetting new.,1016
Android,449458,"doze package: com.tencent.mm, visible: false","doze package: com.tencent.mm, visible: false",1017
Android,450936,Finished going to sleep... (why=6),Finished going to sleep... <*>,1018
Android,451166,[Timer rat:0 level:5] suspend,[Timer <*> suspend,1019
Android,451190,return the background wifi network info for system manager.,return the background wifi network info for system manager.,1020
Android,452445,Get no-perm notification callback android.intent.action.SCREEN_OFF,Get no-perm notification callback android.intent.action.SCREEN_OFF,1021
Android,452882,handle action thermal policy:208,handle action thermal <*>,1022
Android,453331,"Acquiring suspend blocker ""PowerManagerService.Broadcasts"".","Acquiring suspend blocker ""PowerManagerService.Broadcasts"".",1023
Android,453791,TurnOffDCState: false,TurnOffDCState: false,1024
Android,453913,ProximitySensor - Turning on proximity sensor,ProximitySensor - Turning on proximity sensor,1025
Android,455999,AutoStartupDataMgr:isUnderControll third party not in whitelist: com.autonavi.minimap,AutoStartupDataMgr:isUnderControll third party not in whitelist: com.autonavi.minimap,1026
Android,456364,IS_PRE_POST_PAY = false,IS_PRE_POST_PAY = false,1027
Android,456551,Setting voice volume index: 0,Setting voice volume index: <*>,1028
Android,456972,"platform_check_backends_match: snd_device1 = handset, snd_device2 = voice-handset","platform_check_backends_match: <*> = handset, <*> = voice-handset",1029
Android,458688,Message queue size is too large!,Message queue size is too large!,1030
Android,458875,"GetAddrInfoHandler addr: www.google.com {308, 917812, 1000} 93.46.8.89",GetAddrInfoHandler addr: www.google.com <*>,1031
Android,458943,tcp.conn{4485} TcpClientThread.connectSocket(TcpClientThread.java:360) notify user tcp connected successully at 35999 to 45.249.213.63(*):7801,<*> notify user tcp connected successully at <*> to <*>,1032
Android,461293,power log dlsym ok,power log dlsym ok,1033
Android,462297,moveTaskToFront: moving tr=TaskRecord{926b055 #383 A=com.tencent.mm U=0 StackId=1 sz=1} reason=bringingFoundTaskToFront,moveTaskToFront: moving <*> A=com.tencent.mm <*> reason=bringingFoundTaskToFront,1034
Android,462460,"dispatch ordered broadcast [background] BroadcastRecord{aab8d86 u0 com.tencent.mm.plugin.openapi.Intent.ACTION_HANDLE_APP_REGISTER}, has 1 receivers","dispatch ordered broadcast [background] <*> com.tencent.mm.plugin.openapi.Intent.ACTION_HANDLE_APP_REGISTER}, has <*> receivers",1035
Android,462615,"HoldService:checkBeforeShowDialogWithPid, current value:1, type:33554432, pkg:com.tencent.mm","HoldService:checkBeforeShowDialogWithPid, current <*> pkg:com.tencent.mm",1036
Android,462889,showCurrentInputLocked: mCurToken=android.os.Binder@cb2bac0,showCurrentInputLocked: <*>,1037
Android,463045,pthread do_service closed!,pthread do_service closed!,1038
Android,463560,Prepared write state in 4ms,Prepared write state in <*>,1039
